TimeStamp,Detector,Bit received,Bit index(/1250),Bit index(%ile) (1250),Index of predicted bit,Bit predicted 700 first bit 0 (1250),Bit predicted 700 first bit 1 (1250),Bit index(/2500),Bit index(%ile) (2500),Bit predicted 700 first bit 0 (2500),Bit predicted 700 first bit 1 (2500)
97406,2,1,77,1156,79,0,1,38,2406,0,
6327,2,1,5,77,5,0,1,2,1327,0,
39975,3,0,31,1225,33,0,1,15,2475,0,
16790,2,1,13,540,14,1,0,6,1790,1,
42264,3,0,33,1014,34,1,0,16,2264,1,
9654,2,1,7,904,8,1,0,3,2154,1,
14535,3,0,11,785,12,1,0,5,2035,1,
29827,3,0,23,1077,24,1,0,11,2327,1,
88614,3,0,70,1114,72,1,0,35,1114,0,
1444,2,1,1,194,2,1,0,0,1444,1,
34492,2,1,27,742,28,1,0,13,1992,1,
95549,2,1,76,549,77,0,1,38,549,1,
60785,3,0,48,785,49,0,1,24,785,1,
94387,2,1,75,637,76,1,0,37,1887,1,
46247,2,1,36,1247,38,1,0,18,1247,0,
19525,2,1,15,775,16,1,0,7,2025,1,
70156,2,1,56,156,57,0,1,28,156,1,
46001,3,0,36,1001,37,0,1,18,1001,1,
28679,2,1,22,1179,24,1,0,11,1179,0,
75164,2,1,60,164,61,0,1,30,164,1,
50893,3,0,40,893,41,0,1,20,893,1,
65108,2,1,52,108,53,0,1,26,108,1,
94919,3,0,75,1169,77,0,1,37,2419,0,
82375,2,1,65,1125,67,0,1,32,2375,0,
37029,3,0,29,779,30,1,0,14,2029,1,
26268,3,0,21,18,21,0,1,10,1268,0,
7575,3,0,6,75,6,1,0,3,75,0,
43451,3,0,34,951,35,0,1,17,951,1,
85753,2,1,68,753,69,0,1,34,753,1,
34232,2,1,27,482,28,1,0,13,1732,1,
2259,2,1,1,1009,2,1,0,0,2259,1,
71088,2,1,56,1088,57,0,1,28,1088,1,
24863,3,0,19,1113,21,0,1,9,2363,0,
2182,2,1,1,932,2,1,0,0,2182,1,
5333,3,0,4,333,5,0,1,2,333,1,
43537,3,0,34,1037,35,0,1,17,1037,1,
51489,2,1,41,239,42,1,0,20,1489,1,
6211,2,1,4,1211,6,1,0,2,1211,0,
37059,2,1,29,809,30,1,0,14,2059,1,
13720,3,0,10,1220,12,1,0,5,1220,0,
14053,3,0,11,303,12,1,0,5,1553,1,
48361,3,0,38,861,39,0,1,19,861,1,
90104,3,0,72,104,73,0,1,36,104,1,
21859,2,1,17,609,18,1,0,8,1859,1,
19528,3,0,15,778,16,1,0,7,2028,1,
13665,2,1,10,1165,12,1,0,5,1165,0,
94727,2,1,75,977,76,1,0,37,2227,1,
37618,3,0,30,118,31,0,1,15,118,1,
78813,3,0,63,63,63,0,1,31,1313,0,
67257,3,0,53,1007,54,1,0,26,2257,1,
43066,2,1,34,566,35,0,1,17,566,1,
56970,3,0,45,720,46,1,0,22,1970,1,
9575,2,1,7,825,8,1,0,3,2075,1,
36840,2,1,29,590,30,1,0,14,1840,1,
96268,3,0,77,18,77,0,1,38,1268,0,
34777,3,0,27,1027,28,1,0,13,2277,1,
75563,3,0,60,563,61,0,1,30,563,1,
89838,3,0,71,1088,72,1,0,35,2338,1,
19475,3,0,15,725,16,1,0,7,1975,1,
11169,2,1,8,1169,10,1,0,4,1169,0,
92564,3,0,74,64,74,1,0,37,64,0,
84685,2,1,67,935,68,1,0,33,2185,1,
36712,2,1,29,462,30,1,0,14,1712,1,
28266,2,1,22,766,23,0,1,11,766,1,
39480,2,1,31,730,32,1,0,15,1980,1,
56059,3,0,44,1059,45,0,1,22,1059,1,
1362,2,1,1,112,2,1,0,0,1362,1,
60831,3,0,48,831,49,0,1,24,831,1,
67629,2,1,54,129,55,0,1,27,129,1,
28670,3,0,22,1170,24,1,0,11,1170,0,
30877,2,1,24,877,25,0,1,12,877,1,
4016,2,1,3,266,4,1,0,1,1516,1,
91343,3,0,73,93,73,0,1,36,1343,0,
48040,2,1,38,540,39,0,1,19,540,1,
78354,2,1,62,854,63,0,1,31,854,1,
48309,3,0,38,809,39,0,1,19,809,1,
58372,2,1,46,872,47,0,1,23,872,1,
91575,2,1,73,325,74,1,0,36,1575,1,
58246,3,0,46,746,47,0,1,23,746,1,
56244,2,1,44,1244,46,1,0,22,1244,0,
26463,2,1,21,213,22,1,0,10,1463,1,
32049,2,1,25,799,26,1,0,12,2049,1,
23951,3,0,19,201,20,1,0,9,1451,1,
47738,3,0,38,238,39,0,1,19,238,1,
48996,2,1,39,246,40,1,0,19,1496,1,
86925,2,1,69,675,70,1,0,34,1925,1,
52923,2,1,42,423,43,0,1,21,423,1,
60993,3,0,48,993,49,0,1,24,993,1,
27689,3,0,22,189,23,0,1,11,189,1,
12954,3,0,10,454,11,0,1,5,454,1,
91973,2,1,73,723,74,1,0,36,1973,1,
87037,2,1,69,787,70,1,0,34,2037,1,
47085,3,0,37,835,38,1,0,18,2085,1,
33750,3,0,27,0,27,0,1,13,1250,,
24361,2,1,19,611,20,1,0,9,1861,1,
9719,2,1,7,969,8,1,0,3,2219,1,
9985,3,0,7,1235,9,0,1,3,2485,0,
62772,3,0,50,272,51,0,1,25,272,1,
4494,2,1,3,744,4,1,0,1,1994,1,
38623,3,0,30,1123,32,1,0,15,1123,0,
40891,2,1,32,891,33,0,1,16,891,1,
58658,2,1,46,1158,48,1,0,23,1158,0,
46354,3,0,37,104,38,1,0,18,1354,1,
95186,2,1,76,186,77,0,1,38,186,1,
30849,2,1,24,849,25,0,1,12,849,1,
42820,2,1,34,320,35,0,1,17,320,1,
51705,2,1,41,455,42,1,0,20,1705,1,
50703,3,0,40,703,41,0,1,20,703,1,
25938,2,1,20,938,21,0,1,10,938,1,
49324,2,1,39,574,40,1,0,19,1824,1,
34197,2,1,27,447,28,1,0,13,1697,1,
77242,3,0,61,992,62,1,0,30,2242,1,
47847,2,1,38,347,39,0,1,19,347,1,
34770,3,0,27,1020,28,1,0,13,2270,1,
51519,2,1,41,269,42,1,0,20,1519,1,
30107,3,0,24,107,25,0,1,12,107,1,
46054,3,0,36,1054,37,0,1,18,1054,1,
327,3,0,0,327,1,0,1,0,327,1,
57572,2,1,46,72,46,1,0,23,72,0,
76297,2,1,61,47,61,0,1,30,1297,0,
71703,3,0,57,453,58,1,0,28,1703,1,
77035,2,1,61,785,62,1,0,30,2035,1,
88295,2,1,70,795,71,0,1,35,795,1,
54445,3,0,43,695,44,1,0,21,1945,1,
61756,3,0,49,506,50,1,0,24,1756,1,
66427,2,1,53,177,54,1,0,26,1427,1,
18961,2,1,15,211,16,1,0,7,1461,1,
71269,2,1,57,19,57,0,1,28,1269,0,
60442,2,1,48,442,49,0,1,24,442,1,
55742,2,1,44,742,45,0,1,22,742,1,
67994,2,1,54,494,55,0,1,27,494,1,
85112,2,1,68,112,69,0,1,34,112,1,
57314,3,0,45,1064,46,1,0,22,2314,1,
21267,3,0,17,17,17,0,1,8,1267,0,
14260,2,1,11,510,12,1,0,5,1760,1,
67633,2,1,54,133,55,0,1,27,133,1,
62999,3,0,50,499,51,0,1,25,499,1,
26153,2,1,20,1153,22,1,0,10,1153,0,
95254,3,0,76,254,77,0,1,38,254,1,
88448,3,0,70,948,71,0,1,35,948,1,
83965,3,0,67,215,68,1,0,33,1465,1,
53382,3,0,42,882,43,0,1,21,882,1,
39265,2,1,31,515,32,1,0,15,1765,1,
58655,2,1,46,1155,48,1,0,23,1155,0,
65358,2,1,52,358,53,0,1,26,358,1,
52650,3,0,42,150,43,0,1,21,150,1,
34139,2,1,27,389,28,1,0,13,1639,1,
13580,2,1,10,1080,11,0,1,5,1080,1,
34886,3,0,27,1136,29,0,1,13,2386,0,
57785,2,1,46,285,47,0,1,23,285,1,
2268,2,1,1,1018,2,1,0,0,2268,1,
58381,2,1,46,881,47,0,1,23,881,1,
29152,2,1,23,402,24,1,0,11,1652,1,
5382,3,0,4,382,5,0,1,2,382,1,
35536,3,0,28,536,29,0,1,14,536,1,
4227,2,1,3,477,4,1,0,1,1727,1,
20873,2,1,16,873,17,0,1,8,873,1,
86160,3,0,68,1160,70,1,0,34,1160,0,
45598,3,0,36,598,37,0,1,18,598,1,
13784,2,1,11,34,11,0,1,5,1284,0,
7827,3,0,6,327,7,0,1,3,327,1,
36257,3,0,29,7,29,0,1,14,1257,0,
35271,2,1,28,271,29,0,1,14,271,1,
73742,2,1,58,1242,60,1,0,29,1242,0,
17318,2,1,13,1068,14,1,0,6,2318,1,
30751,2,1,24,751,25,0,1,12,751,1,
96467,2,1,77,217,78,1,0,38,1467,1,
11591,3,0,9,341,10,1,0,4,1591,1,
7170,2,1,5,920,6,1,0,2,2170,1,
59531,3,0,47,781,48,1,0,23,2031,1,
68346,3,0,54,846,55,0,1,27,846,1,
38898,2,1,31,148,32,1,0,15,1398,1,
79120,3,0,63,370,64,1,0,31,1620,1,
25277,2,1,20,277,21,0,1,10,277,1,
4829,2,1,3,1079,4,1,0,1,2329,1,
81750,2,1,65,500,66,1,0,32,1750,1,
53661,2,1,42,1161,44,1,0,21,1161,0,
89862,3,0,71,1112,73,0,1,35,2362,0,
31578,2,1,25,328,26,1,0,12,1578,1,
37041,2,1,29,791,30,1,0,14,2041,1,
77993,2,1,62,493,63,0,1,31,493,1,
23952,3,0,19,202,20,1,0,9,1452,1,
18445,2,1,14,945,15,0,1,7,945,1,
71427,3,0,57,177,58,1,0,28,1427,1,
83347,2,1,66,847,67,0,1,33,847,1,
59461,2,1,47,711,48,1,0,23,1961,1,
52885,2,1,42,385,43,0,1,21,385,1,
94754,2,1,75,1004,76,1,0,37,2254,1,
4707,2,1,3,957,4,1,0,1,2207,1,
75159,3,0,60,159,61,0,1,30,159,1,
34881,3,0,27,1131,29,0,1,13,2381,0,
15980,2,1,12,980,13,0,1,6,980,1,
7061,2,1,5,811,6,1,0,2,2061,1,
23755,2,1,19,5,19,0,1,9,1255,0,
12756,3,0,10,256,11,0,1,5,256,1,
17159,2,1,13,909,14,1,0,6,2159,1,
61113,2,1,48,1113,50,1,0,24,1113,0,
31247,3,0,24,1247,26,1,0,12,1247,0,
65131,2,1,52,131,53,0,1,26,131,1,
48966,2,1,39,216,40,1,0,19,1466,1,
90771,2,1,72,771,73,0,1,36,771,1,
28342,2,1,22,842,23,0,1,11,842,1,
15364,3,0,12,364,13,0,1,6,364,1,
35896,3,0,28,896,29,0,1,14,896,1,
9827,2,1,7,1077,8,1,0,3,2327,1,
60164,3,0,48,164,49,0,1,24,164,1,
72784,2,1,58,284,59,0,1,29,284,1,
15367,3,0,12,367,13,0,1,6,367,1,
51855,2,1,41,605,42,1,0,20,1855,1,
94544,2,1,75,794,76,1,0,37,2044,1,
31354,3,0,25,104,26,1,0,12,1354,1,
13429,2,1,10,929,11,0,1,5,929,1,
254,3,0,0,254,1,0,1,0,254,1,
25659,2,1,20,659,21,0,1,10,659,1,
23293,2,1,18,793,19,0,1,9,793,1,
54633,3,0,43,883,44,1,0,21,2133,1,
92500,3,0,74,0,74,1,0,37,0,0,
27961,3,0,22,461,23,0,1,11,461,1,
70716,3,0,56,716,57,0,1,28,716,1,
48246,3,0,38,746,39,0,1,19,746,1,
48973,2,1,39,223,40,1,0,19,1473,1,
87928,3,0,70,428,71,0,1,35,428,1,
1224,2,1,0,1224,2,1,0,0,1224,0,
21546,3,0,17,296,18,1,0,8,1546,1,
31088,2,1,24,1088,25,0,1,12,1088,1,
29062,2,1,23,312,24,1,0,11,1562,1,
14403,2,1,11,653,12,1,0,5,1903,1,
52936,2,1,42,436,43,0,1,21,436,1,
43372,2,1,34,872,35,0,1,17,872,1,
83730,3,0,66,1230,68,1,0,33,1230,0,
13660,2,1,10,1160,12,1,0,5,1160,0,
75824,2,1,60,824,61,0,1,30,824,1,
72894,3,0,58,394,59,0,1,29,394,1,
58682,3,0,46,1182,48,1,0,23,1182,0,
95156,3,0,76,156,77,0,1,38,156,1,
88686,2,1,70,1186,72,1,0,35,1186,0,
37187,3,0,29,937,30,1,0,14,2187,1,
83123,2,1,66,623,67,0,1,33,623,1,
46866,3,0,37,616,38,1,0,18,1866,1,
96146,3,0,76,1146,78,1,0,38,1146,0,
60717,3,0,48,717,49,0,1,24,717,1,
10174,3,0,8,174,9,0,1,4,174,1,
82364,2,1,65,1114,67,0,1,32,2364,0,
52850,2,1,42,350,43,0,1,21,350,1,
9022,2,1,7,272,8,1,0,3,1522,1,
13580,2,1,10,1080,11,0,1,5,1080,1,
45923,3,0,36,923,37,0,1,18,923,1,
7231,2,1,5,981,6,1,0,2,2231,1,
9552,2,1,7,802,8,1,0,3,2052,1,
95353,2,1,76,353,77,0,1,38,353,1,
45781,3,0,36,781,37,0,1,18,781,1,
17097,3,0,13,847,14,1,0,6,2097,1,
65921,2,1,52,921,53,0,1,26,921,1,
58757,2,1,47,7,47,0,1,23,1257,0,
88991,3,0,71,241,72,1,0,35,1491,1,
89900,2,1,71,1150,73,0,1,35,2400,0,
82078,3,0,65,828,66,1,0,32,2078,1,
74230,3,0,59,480,60,1,0,29,1730,1,
93085,2,1,74,585,75,0,1,37,585,1,
76612,3,0,61,362,62,1,0,30,1612,1,
88122,2,1,70,622,71,0,1,35,622,1,
37287,3,0,29,1037,30,1,0,14,2287,1,
59282,2,1,47,532,48,1,0,23,1782,1,
33581,3,0,26,1081,27,0,1,13,1081,1,
49002,2,1,39,252,40,1,0,19,1502,1,
87328,2,1,69,1078,70,1,0,34,2328,1,
33313,2,1,26,813,27,0,1,13,813,1,
94795,2,1,75,1045,76,1,0,37,2295,1,
73767,2,1,59,17,59,0,1,29,1267,0,
33664,2,1,26,1164,28,1,0,13,1164,0,
26842,2,1,21,592,22,1,0,10,1842,1,
1554,3,0,1,304,2,1,0,0,1554,1,
57751,2,1,46,251,47,0,1,23,251,1,
43069,3,0,34,569,35,0,1,17,569,1,
29254,2,1,23,504,24,1,0,11,1754,1,
32481,3,0,25,1231,27,0,1,12,2481,0,
96252,3,0,77,2,77,0,1,38,1252,0,
82304,2,1,65,1054,66,1,0,32,2304,1,
25559,3,0,20,559,21,0,1,10,559,1,
14452,2,1,11,702,12,1,0,5,1952,1,
54186,2,1,43,436,44,1,0,21,1686,1,
10780,2,1,8,780,9,0,1,4,780,1,
64312,3,0,51,562,52,1,0,25,1812,1,
8766,2,1,7,16,7,0,1,3,1266,0,
33792,3,0,27,42,27,0,1,13,1292,0,
90816,2,1,72,816,73,0,1,36,816,1,
24878,3,0,19,1128,21,0,1,9,2378,0,
20125,3,0,16,125,17,0,1,8,125,1,
52021,3,0,41,771,42,1,0,20,2021,1,
46758,2,1,37,508,38,1,0,18,1758,1,
79952,3,0,63,1202,65,0,1,31,2452,0,
75210,2,1,60,210,61,0,1,30,210,1,
58635,2,1,46,1135,48,1,0,23,1135,0,
43930,2,1,35,180,36,1,0,17,1430,1,
41717,2,1,33,467,34,1,0,16,1717,1,
76499,3,0,61,249,62,1,0,30,1499,1,
17131,2,1,13,881,14,1,0,6,2131,1,
8772,2,1,7,22,7,0,1,3,1272,0,
16932,2,1,13,682,14,1,0,6,1932,1,
15143,3,0,12,143,13,0,1,6,143,1,
31740,2,1,25,490,26,1,0,12,1740,1,
18424,2,1,14,924,15,0,1,7,924,1,
19480,2,1,15,730,16,1,0,7,1980,1,
60767,2,1,48,767,49,0,1,24,767,1,
15918,2,1,12,918,13,0,1,6,918,1,
67972,2,1,54,472,55,0,1,27,472,1,
61204,2,1,48,1204,50,1,0,24,1204,0,
10318,3,0,8,318,9,0,1,4,318,1,
11639,3,0,9,389,10,1,0,4,1639,1,
19964,3,0,15,1214,17,0,1,7,2464,0,
6915,3,0,5,665,6,1,0,2,1915,1,
29901,3,0,23,1151,25,0,1,11,2401,0,
32412,3,0,25,1162,27,0,1,12,2412,0,
68999,3,0,55,249,56,1,0,27,1499,1,
26774,2,1,21,524,22,1,0,10,1774,1,
22081,2,1,17,831,18,1,0,8,2081,1,
44557,3,0,35,807,36,1,0,17,2057,1,
70135,2,1,56,135,57,0,1,28,135,1,
29033,3,0,23,283,24,1,0,11,1533,1,
46455,2,1,37,205,38,1,0,18,1455,1,
43588,3,0,34,1088,35,0,1,17,1088,1,
47719,2,1,38,219,39,0,1,19,219,1,
69003,3,0,55,253,56,1,0,27,1503,1,
65774,3,0,52,774,53,0,1,26,774,1,
77618,2,1,62,118,63,0,1,31,118,1,
14511,2,1,11,761,12,1,0,5,2011,1,
47818,2,1,38,318,39,0,1,19,318,1,
42957,2,1,34,457,35,0,1,17,457,1,
95318,2,1,76,318,77,0,1,38,318,1,
41031,3,0,32,1031,33,0,1,16,1031,1,
87364,2,1,69,1114,71,0,1,34,2364,0,
9833,3,0,7,1083,8,1,0,3,2333,1,
62582,2,1,50,82,50,1,0,25,82,0,
45467,2,1,36,467,37,0,1,18,467,1,
53465,3,0,42,965,43,0,1,21,965,1,
68669,2,1,54,1169,56,1,0,27,1169,0,
72526,2,1,58,26,58,1,0,29,26,0,
7169,2,1,5,919,6,1,0,2,2169,1,
39822,3,0,31,1072,32,1,0,15,2322,1,
2406,3,0,1,1156,3,0,1,0,2406,0,
96173,3,0,76,1173,78,1,0,38,1173,0,
42279,3,0,33,1029,34,1,0,16,2279,1,
12613,3,0,10,113,11,0,1,5,113,1,
2166,2,1,1,916,2,1,0,0,2166,1,
94981,3,0,75,1231,77,0,1,37,2481,0,
46134,3,0,36,1134,38,1,0,18,1134,0,
2268,3,0,1,1018,2,1,0,0,2268,1,
47884,2,1,38,384,39,0,1,19,384,1,
4354,3,0,3,604,4,1,0,1,1854,1,
44346,2,1,35,596,36,1,0,17,1846,1,
2045,2,1,1,795,2,1,0,0,2045,1,
95050,3,0,76,50,76,1,0,38,50,0,
10083,3,0,8,83,8,1,0,4,83,0,
88268,2,1,70,768,71,0,1,35,768,1,
38725,3,0,30,1225,32,1,0,15,1225,0,
56472,2,1,45,222,46,1,0,22,1472,1,
18916,3,0,15,166,16,1,0,7,1416,1,
37527,2,1,30,27,30,1,0,15,27,0,
92328,3,0,73,1078,74,1,0,36,2328,1,
41436,3,0,33,186,34,1,0,16,1436,1,
42981,2,1,34,481,35,0,1,17,481,1,
61559,3,0,49,309,50,1,0,24,1559,1,
9913,2,1,7,1163,9,0,1,3,2413,0,
31937,3,0,25,687,26,1,0,12,1937,1,
29886,3,0,23,1136,25,0,1,11,2386,0,
26908,2,1,21,658,22,1,0,10,1908,1,
62961,2,1,50,461,51,0,1,25,461,1,
67794,2,1,54,294,55,0,1,27,294,1,
20107,3,0,16,107,17,0,1,8,107,1,
7261,2,1,5,1011,6,1,0,2,2261,1,
24315,2,1,19,565,20,1,0,9,1815,1,
36916,2,1,29,666,30,1,0,14,1916,1,
39643,3,0,31,893,32,1,0,15,2143,1,
26620,2,1,21,370,22,1,0,10,1620,1,
32629,3,0,26,129,27,0,1,13,129,1,
21390,3,0,17,140,18,1,0,8,1390,1,
74205,2,1,59,455,60,1,0,29,1705,1,
59100,2,1,47,350,48,1,0,23,1600,1,
88823,3,0,71,73,71,0,1,35,1323,0,
97612,3,0,78,112,79,0,1,39,112,1,
74918,2,1,59,1168,61,0,1,29,2418,0,
35766,2,1,28,766,29,0,1,14,766,1,
33436,3,0,26,936,27,0,1,13,936,1,
28236,2,1,22,736,23,0,1,11,736,1,
41768,2,1,33,518,34,1,0,16,1768,1,
90388,3,0,72,388,73,0,1,36,388,1,
86419,3,0,69,169,70,1,0,34,1419,1,
15214,3,0,12,214,13,0,1,6,214,1,
86417,3,0,69,167,70,1,0,34,1417,1,
89618,2,1,71,868,72,1,0,35,2118,1,
66833,3,0,53,583,54,1,0,26,1833,1,
67637,2,1,54,137,55,0,1,27,137,1,
38335,2,1,30,835,31,0,1,15,835,1,
8536,2,1,6,1036,7,0,1,3,1036,1,
1330,2,1,1,80,1,0,1,0,1330,0,
64147,3,0,51,397,52,1,0,25,1647,1,
75536,3,0,60,536,61,0,1,30,536,1,
24383,2,1,19,633,20,1,0,9,1883,1,
30670,2,1,24,670,25,0,1,12,670,1,
63691,2,1,50,1191,52,1,0,25,1191,0,
1767,3,0,1,517,2,1,0,0,1767,1,
15646,2,1,12,646,13,0,1,6,646,1,
9874,2,1,7,1124,9,0,1,3,2374,0,
74986,2,1,59,1236,61,0,1,29,2486,0,
94002,3,0,75,252,76,1,0,37,1502,1,
93033,2,1,74,533,75,0,1,37,533,1,
12199,2,1,9,949,10,1,0,4,2199,1,
36812,2,1,29,562,30,1,0,14,1812,1,
72967,3,0,58,467,59,0,1,29,467,1,
46597,2,1,37,347,38,1,0,18,1597,1,
42226,3,0,33,976,34,1,0,16,2226,1,
95779,2,1,76,779,77,0,1,38,779,1,
65548,3,0,52,548,53,0,1,26,548,1,
93208,2,1,74,708,75,0,1,37,708,1,
54381,3,0,43,631,44,1,0,21,1881,1,
59402,3,0,47,652,48,1,0,23,1902,1,
28059,2,1,22,559,23,0,1,11,559,1,
29801,3,0,23,1051,24,1,0,11,2301,1,
61039,2,1,48,1039,49,0,1,24,1039,1,
94866,2,1,75,1116,77,0,1,37,2366,0,
26935,2,1,21,685,22,1,0,10,1935,1,
56744,2,1,45,494,46,1,0,22,1744,1,
82451,2,1,65,1201,67,0,1,32,2451,0,
50489,2,1,40,489,41,0,1,20,489,1,
39158,2,1,31,408,32,1,0,15,1658,1,
84958,3,0,67,1208,69,0,1,33,2458,0,
81467,2,1,65,217,66,1,0,32,1467,1,
13473,2,1,10,973,11,0,1,5,973,1,
16842,2,1,13,592,14,1,0,6,1842,1,
56240,2,1,44,1240,46,1,0,22,1240,0,
6338,3,0,5,88,5,0,1,2,1338,0,
63130,3,0,50,630,51,0,1,25,630,1,
92861,3,0,74,361,75,0,1,37,361,1,
98237,2,1,78,737,79,0,1,39,737,1,
57430,3,0,45,1180,47,0,1,22,2430,0,
28431,2,1,22,931,23,0,1,11,931,1,
64242,2,1,51,492,52,1,0,25,1742,1,
39414,3,0,31,664,32,1,0,15,1914,1,
49702,3,0,39,952,40,1,0,19,2202,1,
88188,2,1,70,688,71,0,1,35,688,1,
82195,2,1,65,945,66,1,0,32,2195,1,
31832,2,1,25,582,26,1,0,12,1832,1,
84723,2,1,67,973,68,1,0,33,2223,1,
59337,3,0,47,587,48,1,0,23,1837,1,
67967,2,1,54,467,55,0,1,27,467,1,
72690,2,1,58,190,59,0,1,29,190,1,
29482,2,1,23,732,24,1,0,11,1982,1,
21702,2,1,17,452,18,1,0,8,1702,1,
70344,3,0,56,344,57,0,1,28,344,1,
26135,2,1,20,1135,22,1,0,10,1135,0,
11,2,1,0,11,0,1,0,0,11,0,
61002,3,0,48,1002,49,0,1,24,1002,1,
53081,2,1,42,581,43,0,1,21,581,1,
14162,3,0,11,412,12,1,0,5,1662,1,
83624,3,0,66,1124,68,1,0,33,1124,0,
77730,2,1,62,230,63,0,1,31,230,1,
85629,3,0,68,629,69,0,1,34,629,1,
76454,3,0,61,204,62,1,0,30,1454,1,
82376,2,1,65,1126,67,0,1,32,2376,0,
53365,3,0,42,865,43,0,1,21,865,1,
68552,2,1,54,1052,55,0,1,27,1052,1,
57312,3,0,45,1062,46,1,0,22,2312,1,
17750,3,0,14,250,15,0,1,7,250,1,
60416,3,0,48,416,49,0,1,24,416,1,
92341,2,1,73,1091,74,1,0,36,2341,1,
89844,2,1,71,1094,72,1,0,35,2344,1,
14748,3,0,11,998,12,1,0,5,2248,1,
58054,3,0,46,554,47,0,1,23,554,1,
70339,2,1,56,339,57,0,1,28,339,1,
97007,2,1,77,757,78,1,0,38,2007,1,
77497,2,1,61,1247,63,0,1,30,2497,0,
83655,2,1,66,1155,68,1,0,33,1155,0,
64291,3,0,51,541,52,1,0,25,1791,1,
88967,2,1,71,217,72,1,0,35,1467,1,
19999,3,0,15,1249,17,0,1,7,2499,0,
41676,2,1,33,426,34,1,0,16,1676,1,
82872,3,0,66,372,67,0,1,33,372,1,
23438,2,1,18,938,19,0,1,9,938,1,
58147,3,0,46,647,47,0,1,23,647,1,
47383,3,0,37,1133,39,0,1,18,2383,0,
36326,3,0,29,76,29,0,1,14,1326,0,
14793,3,0,11,1043,12,1,0,5,2293,1,
95113,2,1,76,113,77,0,1,38,113,1,
84568,2,1,67,818,68,1,0,33,2068,1,
56147,3,0,44,1147,46,1,0,22,1147,0,
20899,2,1,16,899,17,0,1,8,899,1,
45466,2,1,36,466,37,0,1,18,466,1,
9327,3,0,7,577,8,1,0,3,1827,1,
61298,2,1,49,48,49,0,1,24,1298,0,
22321,3,0,17,1071,18,1,0,8,2321,1,
46347,2,1,37,97,37,0,1,18,1347,0,
84235,2,1,67,485,68,1,0,33,1735,1,
22330,3,0,17,1080,18,1,0,8,2330,1,
67523,2,1,54,23,54,1,0,27,23,0,
48214,2,1,38,714,39,0,1,19,714,1,
31305,3,0,25,55,25,0,1,12,1305,0,
62773,2,1,50,273,51,0,1,25,273,1,
17041,2,1,13,791,14,1,0,6,2041,1,
10141,3,0,8,141,9,0,1,4,141,1,
86271,3,0,69,21,69,0,1,34,1271,0,
96960,2,1,77,710,78,1,0,38,1960,1,
39837,3,0,31,1087,32,1,0,15,2337,1,
82,2,1,0,82,0,1,0,0,82,0,
60613,2,1,48,613,49,0,1,24,613,1,
64400,3,0,51,650,52,1,0,25,1900,1,
94735,2,1,75,985,76,1,0,37,2235,1,
71723,3,0,57,473,58,1,0,28,1723,1,
40994,3,0,32,994,33,0,1,16,994,1,
34320,2,1,27,570,28,1,0,13,1820,1,
16644,3,0,13,394,14,1,0,6,1644,1,
48179,2,1,38,679,39,0,1,19,679,1,
87488,2,1,69,1238,71,0,1,34,2488,0,
51312,2,1,41,62,41,0,1,20,1312,0,
24835,3,0,19,1085,20,1,0,9,2335,1,
36139,3,0,28,1139,30,1,0,14,1139,0,
55224,2,1,44,224,45,0,1,22,224,1,
67478,2,1,53,1228,55,0,1,26,2478,0,
50808,2,1,40,808,41,0,1,20,808,1,
43938,2,1,35,188,36,1,0,17,1438,1,
59025,2,1,47,275,48,1,0,23,1525,1,
75005,2,1,60,5,60,1,0,30,5,0,
28788,3,0,23,38,23,0,1,11,1288,0,
78737,2,1,62,1237,64,1,0,31,1237,0,
56725,3,0,45,475,46,1,0,22,1725,1,
30339,2,1,24,339,25,0,1,12,339,1,
74276,3,0,59,526,60,1,0,29,1776,1,
74076,3,0,59,326,60,1,0,29,1576,1,
60147,2,1,48,147,49,0,1,24,147,1,
77580,3,0,62,80,62,1,0,31,80,0,
80280,3,0,64,280,65,0,1,32,280,1,
91141,3,0,72,1141,74,1,0,36,1141,0,
83895,2,1,67,145,68,1,0,33,1395,1,
70582,3,0,56,582,57,0,1,28,582,1,
81052,2,1,64,1052,65,0,1,32,1052,1,
76914,2,1,61,664,62,1,0,30,1914,1,
44075,3,0,35,325,36,1,0,17,1575,1,
12232,3,0,9,982,10,1,0,4,2232,1,
75194,3,0,60,194,61,0,1,30,194,1,
29764,3,0,23,1014,24,1,0,11,2264,1,
93590,2,1,74,1090,75,0,1,37,1090,1,
97430,2,1,77,1180,79,0,1,38,2430,0,
56519,2,1,45,269,46,1,0,22,1519,1,
83026,3,0,66,526,67,0,1,33,526,1,
86604,3,0,69,354,70,1,0,34,1604,1,
95339,3,0,76,339,77,0,1,38,339,1,
53644,2,1,42,1144,44,1,0,21,1144,0,
65200,2,1,52,200,53,0,1,26,200,1,
50880,3,0,40,880,41,0,1,20,880,1,
11954,3,0,9,704,10,1,0,4,1954,1,
21997,2,1,17,747,18,1,0,8,1997,1,
90218,3,0,72,218,73,0,1,36,218,1,
78074,2,1,62,574,63,0,1,31,574,1,
60419,2,1,48,419,49,0,1,24,419,1,
92376,2,1,73,1126,75,0,1,36,2376,0,
12475,3,0,9,1225,11,0,1,4,2475,0,
75396,3,0,60,396,61,0,1,30,396,1,
80624,3,0,64,624,65,0,1,32,624,1,
